Regional Economy,Statistic,Value,Unit of Measurement,Year,Sustainable Development Goal,Country Code
Maldives,Volume of Remittances in US Dollars as a Proportion of Total GDP,0.1,%,2016,17.3.2,MDV
Maldives,Debt Service as a Percentage of Exports of Goods and Services,2.5,%,2016,17.4.1,MDV
Maldives,Prevalence of Undernourishment,8.5,%,2014-2016,2.1.1,MDV
Maldives,Prevalence of Stunting among Children under 5 Years of Age,,%,2015,2.1.1,MDV
Maldives,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,,%,2015,2.2.2,MDV
Maldives,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,,%,2015,2.2.2,MDV
Maldives,Maternal Mortality Ratio,68,"per 100,000 live births",2015,3.1.1,MDV
Maldives,Under-5 Mortality Rate,9,"per 1,000 live births",2016,3.2.1,MDV
Maldives,Neonatal Mortality Rate,5,"per 1,000 live births",2016,3.2.2,MDV
Maldives,Tuberculosis Incidence,49,"per 100,000 population",2016,3.3.2,MDV
Maldives,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",12.4,%,2015,3.4.1,MDV
Maldives,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",98.3,%,2016,4.2.2,MDV
Maldives,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",98.4,%,2016,4.2.2,MDV
Maldives,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",98.4,%,2016,4.2.2,MDV
Maldives,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",93.3,%,2015,4.c.1,MDV
Maldives,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",80.7,%,2015,4.c.1,MDV
Maldives,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",82.8,%,2015,4.c.1,MDV
Maldives,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,%,2015,4.c.1,MDV
Maldives,Proportion of Seats Held by Women in National Parliaments,5.9,%,2017,5.5.1,MDV
Maldives,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",,%,2015,6.1.1,MDV
Maldives,"Proportion of Population Using Safely Managed Drinking Water Services, Total",,%,2015,6.1.1,MDV
Maldives,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",,%,2015,6.1.1,MDV
Maldives,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",,%,2015,6.2.1,MDV
Maldives,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",,%,2015,6.2.1,MDV
Maldives,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",,%,2015,6.2.1,MDV
Maldives,Proportion of Population with Access to Electricity,100,%,2016,7.1.1,MDV
Maldives,Renewable Energy Share in the Total Final Energy Consumption,1,%,2015,7.2.1,MDV
Maldives,Number of ATMs,30,"per 100,000 adults",2016,8.10.1,MDV
Maldives,Number of Commercial Bank Branches,14.1,"per 100,000 adults",2016,8.10.1,MDV
Maldives,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider,,%,2017,8.10.2,MDV
Maldives,Annual Growth Rate of Real GDP per Employed Person,0.1,%,2016,8.2.1,MDV
Maldives,"Unemployment Rate, Female",6,%,2016,8.5.2,MDV
Maldives,"Unemployment Rate, Male",4.7,%,2016,8.5.2,MDV
Maldives,"Unemployment Rate, Total",5,%,2016,8.5.2,MDV
Maldives,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female",25.9,%,2014,8.6.1,MDV
Maldives,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Male",15.3,%,2014,8.6.1,MDV
Maldives,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Total",20.5,%,2014,8.6.1,MDV
Maldives,"CO2 Emissions, Million Metric Tons",,,,9.4.1,MDV
Maldives,"CO2 Emissions, Per Unit of GDP (PPP)",,,,9.4.1,MDV
Maldives,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",10.3,"disbursements, constant 2015, $ million",2016,9.a.1,MDV
Maldives,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",11,"disbursements, constant 2015, $ million",2016,9.a.1,MDV
Maldives,"Proportion of Population Covered by Mobile Network, 2G",100,%,2016,9.c.1,MDV
Maldives,"Proportion of Population Covered by Mobile Network, 3G",100,%,2016,9.c.1,MDV
Maldives,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",80,%,2016,9.c.1,MDV
Maldives,Age Dependency Ratio,38,% of working-age population,2016,,MDV
Maldives,Annual Change in Money Supply,5.2,%,2017,,MDV
Maldives,Annual Growth Rate of Gross Domestic Product (GDP),6.2,%,2016,,MDV
Maldives,Annual Growth Rate of Gross Domestic Product (GDP),6.5,%,2017,,MDV
Maldives,"Annual Real Growth Rates on Value Added, Agriculture",3.3,%,2017,,MDV
Maldives,"Annual Real Growth Rates on Value Added, Industry",7.4,%,2017,,MDV
Maldives,"Annual Real Growth Rates on Value Added, Services",6.7,%,2017,,MDV
Maldives,Average Annual Population Growth Rate,2.9,%,2012-2017,,MDV
Maldives,"Central Government Finance, Expenditure",31,% of GDP,2017,,MDV
Maldives,"Central Government Finance, Fiscal Balance",-2,% of GDP,2017,,MDV
Maldives,"Central Government Finance, Revenue",29,% of GDP,2017,,MDV
Maldives,Current Account Balance,-21.7,% of GDP,2017,,MDV
Maldives,"External Debt, Total Outstanding",19.1,% of GNI,2016,,MDV
Maldives,"External Debt, Total Outstanding",849,$ million,2016,,MDV
Maldives,Gross Domestic Investment,,% of GDP,2017,,MDV
Maldives,Gross International Reserves,586,$ million,2017,,MDV
Maldives,Growth Rate of Merchandise Exports,25.6,%,2017,,MDV
Maldives,Growth Rate of Merchandise Imports,11.9,%,2017,,MDV
Maldives,Inflation Rate,2.8,%,2017,,MDV
Maldives,"Land, Total Surface Area",0.3,",000  km2",,,MDV
Maldives,"Per Capita Gross National Income (GNI), Atlas Method",10380,$,2016,,MDV
Maldives,Population Density,1602,persons per km2 of surface area,2017,,MDV
Maldives,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,,%,2016,,MDV
Maldives,Proportion of Population Living below the National Poverty Line,,%,2016,,MDV
Maldives,Total Fertility Rate,2.1,births per woman,2016,,MDV
Maldives,Total Population,0.48,million,2017,,MDV
Maldives,Trade Balance,-43.5,% of GDP,2017,,MDV
Marshall Islands,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female",,%,2017,1.1.1,MHL
Marshall Islands,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male",,%,2017,1.1.1,MHL
Marshall Islands,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total",,%,2017,1.1.1,MHL
Marshall Islands,Growth Rates of Household Expenditure or Income per Capita,,%,,10.1.1,MHL
Marshall Islands,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,%,,10.1.1,MHL
Marshall Islands,Proportion of Urban Population Living in Slums,,%,2014,11.1.1,MHL
Marshall Islands,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas,,migrogram/m3,2014,11.6.2,MHL
Marshall Islands,"Material Footprint, Million Metric Tons ",0.2,,2010,12.2.1,MHL
Marshall Islands,"Material Footprint, Per Capita ",2.9,,2010,12.2.1,MHL
Marshall Islands,"Domestic Material Consumption, Million Metric Tons",0.2,,2010,12.2.2,MHL
Marshall Islands,"Domestic Material Consumption, Per Capita",2.9,,2010,12.2.2,MHL
Marshall Islands,Coverage of Protected Areas in Relation to Marine Areas,0.3,%,2016,14.5.1,MHL
Marshall Islands,Forest Area as a Proportion of Total Land Area,70.2,%,2015,15.1.1,MHL
Marshall Islands,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,,%,2014,16.9.1,MHL
Marshall Islands,Volume of Remittances in US Dollars as a Proportion of Total GDP,14.6,%,2016,17.3.2,MHL
Marshall Islands,Debt Service as a Percentage of Exports of Goods and Services,,%,2016,17.4.1,MHL
Marshall Islands,Prevalence of Undernourishment,,%,2014-2016,2.1.1,MHL
Marshall Islands,Prevalence of Stunting among Children under 5 Years of Age,,%,2015,2.1.1,MHL
Marshall Islands,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,,%,2015,2.2.2,MHL
Marshall Islands,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,,%,2015,2.2.2,MHL
Marshall Islands,Maternal Mortality Ratio,,"per 100,000 live births",2015,3.1.1,MHL
Marshall Islands,Under-5 Mortality Rate,35,"per 1,000 live births",2016,3.2.1,MHL
Marshall Islands,Neonatal Mortality Rate,16,"per 1,000 live births",2016,3.2.2,MHL
Marshall Islands,Tuberculosis Incidence,422,"per 100,000 population",2016,3.3.2,MHL
Marshall Islands,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",,%,2015,3.4.1,MHL
Marshall Islands,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",64.8,%,2016,4.2.2,MHL
Marshall Islands,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",66.4,%,2016,4.2.2,MHL
Marshall Islands,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",65.6,%,2016,4.2.2,MHL
Marshall Islands,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",,%,2016,4.c.1,MHL
Marshall Islands,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",,%,2016,4.c.1,MHL
Marshall Islands,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",,%,2016,4.c.1,MHL
Marshall Islands,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,%,2016,4.c.1,MHL
Marshall Islands,Proportion of Seats Held by Women in National Parliaments,9.1,%,2017,5.5.1,MHL
Marshall Islands,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",,%,2015,6.1.1,MHL
Marshall Islands,"Proportion of Population Using Safely Managed Drinking Water Services, Total",,%,2015,6.1.1,MHL
Marshall Islands,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",,%,2015,6.1.1,MHL
Marshall Islands,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",,%,2015,6.2.1,MHL
Marshall Islands,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",,%,2015,6.2.1,MHL
Marshall Islands,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",,%,2015,6.2.1,MHL
Marshall Islands,Proportion of Population with Access to Electricity,93.1,%,2016,7.1.1,MHL
Marshall Islands,Renewable Energy Share in the Total Final Energy Consumption,11.2,%,2015,7.2.1,MHL
Marshall Islands,Number of ATMs,5.8,"per 100,000 adults",2016,8.10.1,MHL
Marshall Islands,Number of Commercial Bank Branches,20.3,"per 100,000 adults",2016,8.10.1,MHL
Marshall Islands,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider,,%,2017,8.10.2,MHL
Marshall Islands,Annual Growth Rate of Real GDP per Employed Person,,%,2016,8.2.1,MHL
Marshall Islands,"Unemployment Rate, Female",4.5,%,2011,8.5.2,MHL
Marshall Islands,"Unemployment Rate, Male",4.9,%,2011,8.5.2,MHL
Marshall Islands,"Unemployment Rate, Total",4.7,%,2011,8.5.2,MHL
Marshall Islands,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female",,%,2016,8.6.1,MHL
Marshall Islands,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Male",,%,2016,8.6.1,MHL
Marshall Islands,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Total",,%,2016,8.6.1,MHL
Marshall Islands,"CO2 Emissions, Million Metric Tons",,,,9.4.1,MHL
Marshall Islands,"CO2 Emissions, Per Unit of GDP (PPP)",,,,9.4.1,MHL
Marshall Islands,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",0.9,"disbursements, constant 2015, $ million",2016,9.a.1,MHL
Marshall Islands,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",73,"disbursements, constant 2015, $ million",2016,9.a.1,MHL
Marshall Islands,"Proportion of Population Covered by Mobile Network, 2G",,%,2016,9.c.1,MHL
Marshall Islands,"Proportion of Population Covered by Mobile Network, 3G",,%,2016,9.c.1,MHL
Marshall Islands,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",65,%,2015,9.c.1,MHL
Marshall Islands,Age Dependency Ratio,65,% of working-age population,2015,,MHL
Marshall Islands,Annual Change in Money Supply,,%,2017,,MHL
Marshall Islands,Annual Growth Rate of Gross Domestic Product (GDP),1.9,%,2016,,MHL
Marshall Islands,Annual Growth Rate of Gross Domestic Product (GDP),4,%,2017,,MHL
Marshall Islands,"Annual Real Growth Rates on Value Added, Agriculture",-2.3,%,2016,,MHL
Marshall Islands,"Annual Real Growth Rates on Value Added, Industry",17.4,%,2016,,MHL
Marshall Islands,"Annual Real Growth Rates on Value Added, Services",1,%,2016,,MHL
Marshall Islands,Average Annual Population Growth Rate,0.4,%,2012-2017,,MHL
Marshall Islands,"Central Government Finance, Expenditure",99.4,% of GDP,2017,,MHL
Marshall Islands,"Central Government Finance, Fiscal Balance",-2,% of GDP,2017,,MHL
Marshall Islands,"Central Government Finance, Revenue",99.4,% of GDP,2017,,MHL
Marshall Islands,Current Account Balance,5,% of GDP,2017,,MHL
Marshall Islands,"External Debt, Total Outstanding",34,% of GNI,2016,,MHL
Marshall Islands,"External Debt, Total Outstanding",83,$ million,2016,,MHL
Marshall Islands,Gross Domestic Investment,16.2,% of GDP,2015,,MHL
Marshall Islands,Gross International Reserves,  ,$ million,2017,,MHL
Marshall Islands,Growth Rate of Merchandise Exports,-26,%,2016,,MHL
Marshall Islands,Growth Rate of Merchandise Imports,-6.3,%,2016,,MHL
Marshall Islands,Inflation Rate,0.5,%,2017,,MHL
Marshall Islands,"Land, Total Surface Area",0.18,",000  km2",,,MHL
Marshall Islands,"Per Capita Gross National Income (GNI), Atlas Method",4630,$,2016,,MHL
Marshall Islands,Population Density,302,persons per km2 of surface area,2017,,MHL
Marshall Islands,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,,%,2016,,MHL
Marshall Islands,Proportion of Population Living below the National Poverty Line,,%,2016,,MHL
Marshall Islands,Total Fertility Rate,3,births per woman,2017,,MHL
Marshall Islands,Total Population,0.05,million,2017,,MHL
Marshall Islands,Trade Balance,-31.2,% of GDP,2016,,MHL
"Micronesia, Federated States of","Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female",,%,2017,1.1.1,FSM
"Micronesia, Federated States of","Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male",,%,2017,1.1.1,FSM
"Micronesia, Federated States of","Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total",,%,2017,1.1.1,FSM
"Micronesia, Federated States of",Growth Rates of Household Expenditure or Income per Capita,,%,,10.1.1,FSM
"Micronesia, Federated States of",Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,%,,10.1.1,FSM
"Micronesia, Federated States of",Proportion of Urban Population Living in Slums,,%,2014,11.1.1,FSM
"Micronesia, Federated States of",Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas,6,migrogram/m3,2014,11.6.2,FSM
"Micronesia, Federated States of","Material Footprint, Million Metric Tons ",0.4,,2010,12.2.1,FSM
"Micronesia, Federated States of","Material Footprint, Per Capita ",3.5,,2010,12.2.1,FSM
"Micronesia, Federated States of","Domestic Material Consumption, Million Metric Tons",0.4,,2010,12.2.2,FSM
"Micronesia, Federated States of","Domestic Material Consumption, Per Capita",3.5,,2010,12.2.2,FSM
"Micronesia, Federated States of",Coverage of Protected Areas in Relation to Marine Areas,0,%,2016,14.5.1,FSM
"Micronesia, Federated States of",Forest Area as a Proportion of Total Land Area,91.9,%,2015,15.1.1,FSM
"Micronesia, Federated States of",Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,,%,2014,16.9.1,FSM
"Micronesia, Federated States of",Volume of Remittances in US Dollars as a Proportion of Total GDP,7.1,%,2016,17.3.2,FSM
"Micronesia, Federated States of",Debt Service as a Percentage of Exports of Goods and Services,,%,2016,17.4.1,FSM
"Micronesia, Federated States of",Prevalence of Undernourishment,,%,2014-2016,2.1.1,FSM
"Micronesia, Federated States of",Prevalence of Stunting among Children under 5 Years of Age,,%,2015,2.1.1,FSM
"Micronesia, Federated States of",Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,,%,2015,2.2.2,FSM
"Micronesia, Federated States of",Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,,%,2015,2.2.2,FSM
"Micronesia, Federated States of",Maternal Mortality Ratio,100,"per 100,000 live births",2015,3.1.1,FSM
"Micronesia, Federated States of",Under-5 Mortality Rate,33,"per 1,000 live births",2016,3.2.1,FSM
"Micronesia, Federated States of",Neonatal Mortality Rate,17,"per 1,000 live births",2016,3.2.2,FSM
"Micronesia, Federated States of",Tuberculosis Incidence,177,"per 100,000 population",2016,3.3.2,FSM
"Micronesia, Federated States of","Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",25.9,%,2015,3.4.1,FSM
"Micronesia, Federated States of","Participation Rate in Organized Learning (1 year before the official primary entry age), Female",72.8,%,2015,4.2.2,FSM
"Micronesia, Federated States of","Participation Rate in Organized Learning (1 year before the official primary entry age), Male",79.8,%,2015,4.2.2,FSM
"Micronesia, Federated States of","Participation Rate in Organized Learning (1 year before the official primary entry age), Total",76.4,%,2015,4.2.2,FSM
"Micronesia, Federated States of","Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",,%,2016,4.c.1,FSM
"Micronesia, Federated States of","Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",,%,2016,4.c.1,FSM
"Micronesia, Federated States of","Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",,%,2016,4.c.1,FSM
"Micronesia, Federated States of","Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,%,2016,4.c.1,FSM
"Micronesia, Federated States of",Proportion of Seats Held by Women in National Parliaments,,%,2017,5.5.1,FSM
"Micronesia, Federated States of","Proportion of Population Using Safely Managed Drinking Water Services, Rural",,%,2015,6.1.1,FSM
"Micronesia, Federated States of","Proportion of Population Using Safely Managed Drinking Water Services, Total",,%,2015,6.1.1,FSM
"Micronesia, Federated States of","Proportion of Population Using Safely Managed Drinking Water Services, Urban",,%,2015,6.1.1,FSM
"Micronesia, Federated States of","Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",,%,2015,6.2.1,FSM
"Micronesia, Federated States of","Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",,%,2015,6.2.1,FSM
"Micronesia, Federated States of","Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",,%,2015,6.2.1,FSM
"Micronesia, Federated States of",Proportion of Population with Access to Electricity,75.4,%,2016,7.1.1,FSM
"Micronesia, Federated States of",Renewable Energy Share in the Total Final Energy Consumption,1.2,%,2015,7.2.1,FSM
"Micronesia, Federated States of",Number of ATMs,14.3,"per 100,000 adults",2016,8.10.1,FSM
"Micronesia, Federated States of",Number of Commercial Bank Branches,14.3,"per 100,000 adults",2016,8.10.1,FSM
"Micronesia, Federated States of",Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider,,%,2017,8.10.2,FSM
"Micronesia, Federated States of",Annual Growth Rate of Real GDP per Employed Person,0.8,%,2016,8.2.1,FSM
"Micronesia, Federated States of","Unemployment Rate, Female",11.6,%,2016,8.5.2,FSM
"Micronesia, Federated States of","Unemployment Rate, Male",10.2,%,2016,8.5.2,FSM
"Micronesia, Federated States of","Unemployment Rate, Total",10.8,%,2016,8.5.2,FSM
"Micronesia, Federated States of","Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female",,%,2016,8.6.1,FSM
"Micronesia, Federated States of","Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Male",,%,2016,8.6.1,FSM
"Micronesia, Federated States of","Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Total",,%,2016,8.6.1,FSM
"Micronesia, Federated States of","CO2 Emissions, Million Metric Tons",,,,9.4.1,FSM
"Micronesia, Federated States of","CO2 Emissions, Per Unit of GDP (PPP)",,,,9.4.1,FSM
"Micronesia, Federated States of","Total Official Flows for Infrastructure, Official Development Assistance (ODA)",14.7,"disbursements, constant 2015, $ million",2016,9.a.1,FSM
"Micronesia, Federated States of","Total Official Flows for Infrastructure, Other Official Flows (OOF)",2.3,"disbursements, constant 2015, $ million",2016,9.a.1,FSM
"Micronesia, Federated States of","Proportion of Population Covered by Mobile Network, 2G",80,%,2016,9.c.1,FSM
"Micronesia, Federated States of","Proportion of Population Covered by Mobile Network, 3G",15,%,2016,9.c.1,FSM
"Micronesia, Federated States of","Proportion of Population Covered by Mobile Network, LTE/WiMAX",,%,2016,9.c.1,FSM
"Micronesia, Federated States of",Age Dependency Ratio,62,% of working-age population,2016,,FSM
"Micronesia, Federated States of",Annual Change in Money Supply,-1.8,%,2017,,FSM
"Micronesia, Federated States of",Annual Growth Rate of Gross Domestic Product (GDP),-0.1,%,2016,,FSM
"Micronesia, Federated States of",Annual Growth Rate of Gross Domestic Product (GDP),2,%,2017,,FSM
"Micronesia, Federated States of","Annual Real Growth Rates on Value Added, Agriculture",-7.3,%,2016,,FSM
"Micronesia, Federated States of","Annual Real Growth Rates on Value Added, Industry",5.8,%,2016,,FSM
"Micronesia, Federated States of","Annual Real Growth Rates on Value Added, Services",2.4,%,2016,,FSM
"Micronesia, Federated States of",Average Annual Population Growth Rate,0.1,%,2012-2017,,FSM
"Micronesia, Federated States of","Central Government Finance, Expenditure",61.4,% of GDP,2016,,FSM
"Micronesia, Federated States of","Central Government Finance, Fiscal Balance",7.3,% of GDP,2016,,FSM
"Micronesia, Federated States of","Central Government Finance, Revenue",68.7,% of GDP,2016,,FSM
"Micronesia, Federated States of",Current Account Balance,2.8,% of GDP,2017,,FSM
"Micronesia, Federated States of","External Debt, Total Outstanding",21.6,% of GNI,2016,,FSM
"Micronesia, Federated States of","External Debt, Total Outstanding",80,$ million,2016,,FSM
"Micronesia, Federated States of",Gross Domestic Investment,9.2,% of GDP,2014,,FSM
"Micronesia, Federated States of",Gross International Reserves,  ,$ million,2017,,FSM
"Micronesia, Federated States of",Growth Rate of Merchandise Exports,24.7,%,2016,,FSM
"Micronesia, Federated States of",Growth Rate of Merchandise Imports,-4.6,%,2016,,FSM
"Micronesia, Federated States of",Inflation Rate,0.5,%,2017,,FSM
"Micronesia, Federated States of","Land, Total Surface Area",0.7,",000  km2",,,FSM
"Micronesia, Federated States of","Per Capita Gross National Income (GNI), Atlas Method",3550,$,2016,,FSM
"Micronesia, Federated States of",Population Density,146,persons per km2 of surface area,2017,,FSM
"Micronesia, Federated States of",Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,16,%,2013,,FSM
"Micronesia, Federated States of",Proportion of Population Living below the National Poverty Line,41,%,2013,,FSM
"Micronesia, Federated States of",Total Fertility Rate,3.1,births per woman,2016,,FSM
"Micronesia, Federated States of",Total Population,0.1,million,2017,,FSM
"Micronesia, Federated States of",Trade Balance,-33.4,% of GDP,2016,,FSM
Mongolia,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female",0.2,%,2017,1.1.1,MNG
Mongolia,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male",0.2,%,2017,1.1.1,MNG
Mongolia,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total",0.2,%,2017,1.1.1,MNG
Mongolia,Growth Rates of Household Expenditure or Income per Capita,0,%,2011-2016,10.1.1,MNG
Mongolia,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,0.7,%,2011-2016,10.1.1,MNG
Mongolia,Proportion of Urban Population Living in Slums,42.7,%,2014,11.1.1,MNG
Mongolia,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas,32.1,migrogram/m3,2014,11.6.2,MNG
Mongolia,"Material Footprint, Million Metric Tons ",46,,2015,12.2.1,MNG
Mongolia,"Material Footprint, Per Capita ",15.7,,2015,12.2.1,MNG
Mongolia,"Domestic Material Consumption, Million Metric Tons",100,,2015,12.2.2,MNG
Mongolia,"Domestic Material Consumption, Per Capita",34.2,,2015,12.2.2,MNG
Mongolia,Coverage of Protected Areas in Relation to Marine Areas,,%,2016,14.5.1,MNG
Mongolia,Forest Area as a Proportion of Total Land Area,8.1,%,2015,15.1.1,MNG
Mongolia,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,99.3,%,2013,16.9.1,MNG
Mongolia,Volume of Remittances in US Dollars as a Proportion of Total GDP,2.3,%,2016,17.3.2,MNG
Mongolia,Debt Service as a Percentage of Exports of Goods and Services,4,%,2016,17.4.1,MNG
Mongolia,Prevalence of Undernourishment,19.6,%,2014-2016,2.1.1,MNG
Mongolia,Prevalence of Stunting among Children under 5 Years of Age,10.8,%,2013,2.1.1,MNG
Mongolia,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,10.5,%,2013,2.2.2,MNG
Mongolia,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,1,%,2013,2.2.2,MNG
Mongolia,Maternal Mortality Ratio,44,"per 100,000 live births",2015,3.1.1,MNG
Mongolia,Under-5 Mortality Rate,18,"per 1,000 live births",2016,3.2.1,MNG
Mongolia,Neonatal Mortality Rate,10,"per 1,000 live births",2016,3.2.2,MNG
Mongolia,Tuberculosis Incidence,183,"per 100,000 population",2016,3.3.2,MNG
Mongolia,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",29.9,%,2015,3.4.1,MNG
Mongolia,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",91.6,%,2016,4.2.2,MNG
Mongolia,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",91.3,%,2016,4.2.2,MNG
Mongolia,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",91.4,%,2016,4.2.2,MNG
Mongolia,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",,%,2016,4.c.1,MNG
Mongolia,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",100,%,2016,4.c.1,MNG
Mongolia,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",100,%,2016,4.c.1,MNG
Mongolia,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,%,2016,4.c.1,MNG
Mongolia,Proportion of Seats Held by Women in National Parliaments,17.1,%,2017,5.5.1,MNG
Mongolia,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",,%,2015,6.1.1,MNG
Mongolia,"Proportion of Population Using Safely Managed Drinking Water Services, Total",,%,2015,6.1.1,MNG
Mongolia,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",,%,2015,6.1.1,MNG
Mongolia,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",,%,2015,6.2.1,MNG
